irradiation date,cell line,radiation type,sample_id,dose,image_nr,nuclei,micronuclei
19SEP2022,MOC2,xray,1,0,14,1,6
19SEP2022,MOC2,xray,1,0,14,1,6
19SEP2022,MOC2,xray,1,0,1,1,1
19SEP2022,MOC2,xray,1,0,1,2,1
19SEP2022,MOC2,xray,1,0,1,2,0
19SEP2022,MOC2,xray,1,0,1,5,2
19SEP2022,MOC2,xray,1,0,13,2,7
19SEP2022,MOC2,xray,1,0,13,2,2
19SEP2022,MOC2,xray,1,0,13,5,4
19SEP2022,MOC2,xray,1,0,13,2,3
19SEP2022,MOC2,xray,1,0,13,3,4
19SEP2022,MOC2,xray,1,0,13,4,5
19SEP2022,MOC2,xray,1,0,13,2,5
19SEP2022,MOC2,xray,1,0,12,4,1
19SEP2022,MOC2,xray,1,0,12,2,2
19SEP2022,MOC2,xray,1,0,12,8,1
19SEP2022,MOC2,xray,1,0,12,4,5
19SEP2022,MOC2,xray,1,8,5,2,0
19SEP2022,MOC2,xray,1,8,5,2,0
19SEP2022,MOC2,xray,1,8,5,1,0
19SEP2022,MOC2,xray,1,8,4,1,0
19SEP2022,MOC2,xray,1,8,4,2,0
19SEP2022,MOC2,xray,1,8,4,5,0
19SEP2022,MOC2,xray,1,8,10,2,0
19SEP2022,MOC2,xray,1,8,11,2,0
19SEP2022,MOC2,xray,1,8,11,1,0
19SEP2022,MOC2,xray,1,8,11,1,0
19SEP2022,MOC2,xray,1,8,11,1,1
19SEP2022,MOC2,xray,1,8,11,3,0
19SEP2022,MOC2,xray,1,8,11,2,0
19SEP2022,MOC2,xray,1,8,11,1,0
19SEP2022,MOC2,xray,1,8,11,1,0
19SEP2022,MOC2,xray,1,8,11,1,0
19SEP2022,MOC2,xray,1,8,11,1,0
19SEP2022,MOC2,xray,1,8,8,2,1
19SEP2022,MOC2,xray,1,8,9,3,1
19SEP2022,MOC2,xray,1,8,2,1,0
19SEP2022,MOC2,xray,1,8,2,2,0
19SEP2022,MOC2,xray,1,8,2,4,0
19SEP2022,MOC2,xray,1,8,2,3,0
19SEP2022,MOC2,xray,1,8,2,3,2
19SEP2022,MOC2,xray,1,8,3,1,1
19SEP2022,MOC2,xray,1,8,3,10,1
19SEP2022,MOC2,xray,1,8,6,2,1
19SEP2022,MOC2,xray,1,8,6,5,1
19SEP2022,MOC2,xray,1,8,6,1,0
19SEP2022,MOC2,xray,1,8,7,2,0
19SEP2022,MOC2,xray,1,8,7,1,0
19SEP2022,MOC2,xray,1,8,7,5,1
19SEP2022,MOC2,xray,1,8,1,2,0
19SEP2022,MOC2,xray,1,8,1,1,0
19SEP2022,MOC2,xray,1,8,12,1,0
19SEP2022,MOC2,xray,1,8,12,2,0
19SEP2022,MOC2,xray,1,8,12,2,0
19SEP2022,MOC2,xray,1,8,12,2,0
19SEP2022,MOC2,xray,1,8,12,4,0
19SEP2022,MOC2,xray,1,8,12,1,0
19SEP2022,MOC2,xray,1,8,12,1,0
19SEP2022,MOC2,xray,1,8,12,1,0
19SEP2022,MOC2,xray,1,8,12,1,0
19SEP2022,MOC2,xray,2,4,5,0,0
19SEP2022,MOC2,xray,2,4,10,0,0
19SEP2022,MOC2,xray,2,4,10,0,0
19SEP2022,MOC2,xray,2,4,10,0,0
19SEP2022,MOC2,xray,2,4,10,0,0
19SEP2022,MOC2,xray,2,4,10,1,0
19SEP2022,MOC2,xray,2,4,10,0,0
19SEP2022,MOC2,xray,2,4,10,0,0
19SEP2022,MOC2,xray,2,4,10,0,0
19SEP2022,MOC2,xray,2,4,11,1,0
19SEP2022,MOC2,xray,2,4,11,0,2
19SEP2022,MOC2,xray,2,4,11,1,0
19SEP2022,MOC2,xray,2,4,11,11,0
19SEP2022,MOC2,xray,2,4,8,6,1
19SEP2022,MOC2,xray,2,4,9,1,0
19SEP2022,MOC2,xray,2,4,2,3,3
19SEP2022,MOC2,xray,2,4,3,4,0
19SEP2022,MOC2,xray,2,4,6,2,1
19SEP2022,MOC2,xray,2,4,7,1,0
19SEP2022,MOC2,xray,2,4,7,5,3
19SEP2022,MOC2,xray,2,4,1,3,2
19SEP2022,MOC2,xray,2,4,1,3,1
19SEP2022,MOC2,xray,2,4,1,4,3
19SEP2022,MOC2,xray,2,4,12,1,8
19SEP2022,MOC2,xray,2,4,12,4,8
19SEP2022,MOC2,xray,2,4,12,2,3
19SEP2022,MOC2,xray,3,4,5,2,1
19SEP2022,MOC2,xray,3,4,5,2,0
19SEP2022,MOC2,xray,3,4,4,2,0
19SEP2022,MOC2,xray,3,4,10,4,0
19SEP2022,MOC2,xray,3,4,9,4,0
19SEP2022,MOC2,xray,3,4,2,4,0
19SEP2022,MOC2,xray,3,4,2,6,3
19SEP2022,MOC2,xray,3,4,3,2,0
19SEP2022,MOC2,xray,3,4,3,2,0
19SEP2022,MOC2,xray,3,4,3,0,2
19SEP2022,MOC2,xray,3,4,3,1,0
19SEP2022,MOC2,xray,3,4,6,1,2
19SEP2022,MOC2,xray,3,4,6,1,0
19SEP2022,MOC2,xray,3,4,6,2,3
19SEP2022,MOC2,xray,3,4,6,1,0
19SEP2022,MOC2,xray,3,4,6,3,2
19SEP2022,MOC2,xray,3,4,6,2,0
19SEP2022,MOC2,xray,3,4,6,1,0
19SEP2022,MOC2,xray,3,4,7,0,2
19SEP2022,MOC2,xray,3,4,7,1,0
19SEP2022,MOC2,xray,3,4,7,1,1
19SEP2022,MOC2,xray,3,4,7,0,0
19SEP2022,MOC2,xray,3,4,7,4,1
19SEP2022,MOC2,xray,3,4,1,3,1
19SEP2022,MOC2,xray,2,0,16,7,0
19SEP2022,MOC2,xray,2,0,5,6,0
19SEP2022,MOC2,xray,2,0,4,5,1
19SEP2022,MOC2,xray,2,0,4,1,0
19SEP2022,MOC2,xray,2,0,4,3,0
19SEP2022,MOC2,xray,2,0,10,6,0
19SEP2022,MOC2,xray,2,0,10,6,4
19SEP2022,MOC2,xray,2,0,10,3,0
19SEP2022,MOC2,xray,2,0,10,2,0
19SEP2022,MOC2,xray,2,0,11,7,1
19SEP2022,MOC2,xray,2,0,8,4,0
19SEP2022,MOC2,xray,2,0,8,2,0
19SEP2022,MOC2,xray,2,0,9,6,2
19SEP2022,MOC2,xray,2,0,2,2,1
19SEP2022,MOC2,xray,2,0,2,4,1
19SEP2022,MOC2,xray,2,0,3,5,1
19SEP2022,MOC2,xray,2,0,6,2,0
19SEP2022,MOC2,xray,2,0,7,1,2
19SEP2022,MOC2,xray,2,0,7,5,0
19SEP2022,MOC2,xray,2,0,14,2,0
19SEP2022,MOC2,xray,2,0,15,3,0
19SEP2022,MOC2,xray,2,0,15,2,0
19SEP2022,MOC2,xray,2,0,1,0,1
19SEP2022,MOC2,xray,2,0,1,1,0
19SEP2022,MOC2,xray,2,0,1,1,0
19SEP2022,MOC2,xray,2,0,1,0,1
19SEP2022,MOC2,xray,2,0,1,1,0
19SEP2022,MOC2,xray,2,0,1,2,0
19SEP2022,MOC2,xray,2,0,1,1,0
19SEP2022,MOC2,xray,2,0,13,0,0
19SEP2022,MOC2,xray,2,0,13,2,0
19SEP2022,MOC2,xray,2,0,13,1,0
19SEP2022,MOC2,xray,2,0,13,3,0
19SEP2022,MOC2,xray,2,0,12,6,5
